Era	Name	Notes (Join the Discord to help fix any issues + help with dead links)	File Date	Leak Date	Full Length	BPM	Available Length	Quality	Link(s)
Late Registration	Do Or Die - Higher (prod. Kanye West)	Official instrumental for "Higher" by Do Or Die.			3:19	75	Full	CD Quality	https://pillows.su/f/645cba53047ef0353f70d5d0da232f75
Late Registration	Do Or Die - Paid the Price (Beat 3)	Official instrumental for "Paid the Price" by Do Or Die.			3:45	150	Snippet	High Quality	https://pillows.su/f/d1debbf75422d84de571f5fb06e0b249
Late Registration	Keyshia Cole - I Changed My Mind                                     (prod. Kanye West, Ron Fair & Tal Herzberg)	Official instrumental for "I Changed My Mind" by Keyshia Cole.			3:23	94	Full	CD Quality	https://pillows.su/f/da6fad82ca318fe16caeb49fedf7420c
Late Registration	Mos Def - Sunshine (prod. Kanye West)	Instrumental for "Sunshine" by Mos Def found on Hype Men Presents: Kanye's First Beats.			3:19	87	Full	CD Quality	https://pillows.su/f/4eeccb72a398c0d2d63e190d7700d67a
Late Registration	The Game - Whole City Behind Us	Vinyl rip of the instrumental.			3:14	86	Full	High Quality	https://pillows.su/f/c93370b01ae61eb8b6c69fedfc2016c2
Late Registration	Young Gunz - Grown Man Pt. 2 (feat. Kanye West & John Legend) (prod. Kanye West)	What appears to be a vinyl rip of the instrumental.			3:44		Full	High Quality	https://pillows.su/f/6f2892b9b1b665026ce378b0e4280153
	Graduation	(08/30/2005) (Late Registration officially releases) (09/11/2007) (Graduation officially releases)			Graduation is the third studio album from Kanye West. Inspiration came from stadium tours, indie rock, and house music. It was a considerable departure from the sound Kanye had used on his first two studio albums, which featured samples and inspirations from the soul and orchestral music Kanye grew up alongside. This album included a much more electronic sound, featuring layering synthesizers. Lyrically, Kanye analyzes himself and talks about his life after becoming famous and how the media criticize him.				
	Sessions								
Graduation	Champion (ref. Mos Def, Consequence, Big Sean & ???) (feat. Connie Mitchell & The WRLDFMS Tony Williams) (prod. Kanye West & AllDay)	Sessions for the song. Was supposed to leak after a groupbuy.				102	Confirmed	Not Available	
Graduation	Classic (Better Than I've Ever Been) (feat. Nas, Rakim & KRS-One)	Session for "Classic (Better Than I've Ever Been)". Snippet leaked August 5th, 2022.			3:51	97	Snippet	CD Quality	https://pillows.su/f/40f4aad75f202d5a667f7fe7de78fe82
	Studio Stems								
Graduation	Stronger (prod. Kanye West, MIKE DEAN & Timbaland)	Stems for "Stronger" that leaked in 2018.			5:12	103.976	OG File	Lossless	https://pillows.su/f/8558beef5c027b9a7af90ec6d0e7c1fe https://drive.google.com/file/d/1BrryJwRum28k48sHMuBC_V0R9F7TzTw7/view?usp=sharing
	Acapellas								
Graduation	Barry Bonds (feat. Lil Wayne)	Official acapella for "Barry Bonds". Vinyl rip.			3:06	83	Full	High Quality	https://pillows.su/f/318ef4bdb3df2125ca1f25d336f10b8a
Graduation	Big Brother	OG Filename: Big Brother KW APPROVE ACAPELLA_04 Acapella for "Big Brother". Leaked after a successful groupbuy.	Aug 13, 2007	Mar 21, 2022	4:50	84	OG File	Lossless	https://pillows.su/f/5ba229404770fa63a6cf04536cd8ad5b
Graduation	Can't Tell Me Nothing	Official acapella for "Can't Tell Me Nothing".			4:15	80	Full	Lossless	https://pillows.su/f/86d9ba003132879d85cdae7a113e9708 https://pillows.su/f/e90138711389b9962c564c9f3276ed06
Graduation	Classic (Better Than I've Ever Been) (feat. Nas, Rakim & KRS-One)	Official acapella for "Classic (Better Than I've Ever Been)".			3:51	97	Full	Lossless	https://pillows.su/f/45b159dc5a189da76b703ac537a69619
Graduation	Good Life (feat. T-Pain)	Official acapella for "Good Life".			3:28	84.99	Full	High Quality	https://pillows.su/f/e54f6eb935dfecff8b9bcc06c5fcf359
Graduation	Homecoming (feat. Chris Martin)	OG Filename: HOMECOMING KW APPROVE ACAPELLA_06 Official acapella for "Homecoming". Lossless leaked after a successful groupbuy.	Aug 13, 2007	Mar 21, 2022	3:30	87	OG File	Lossless	https://pillows.su/f/728cb8114d327ba96e79cb81bbaaf7d6
Graduation	I Wonder 	Acapella for "I Wonder". Leaked after a successful groupbuy. OG filename lost.	Aug 13, 2007	Mar 21, 2022	4:08	191	OG File	Lossless	https://pillows.su/f/5df05a376e3df14f7ecad4f6cbf4c5d0
Graduation	Piano	OG Filename: Vox1_02 Raw vocal take for Kanye's vocals.		Jul 20, 2025	0:44	88	Full	Lossless	https://pillows.su/f/df7e29750254df6006b03f63a709bbd9
Graduation	Jamie Foxx - Extravaganza (feat. Kanye West)	Official acapella for "Extravaganza" by Jamie Foxx.			3:52	100	Full	High Quality	https://pillows.su/f/81545055868c7131862fed9fa794d225
Graduation	John Legend - Heaven (Remix) (feat. Pusha T)	Official acapella for "Heaven - Remix" by John Legend, featuring Pusha T.			3:44	84	Full	Lossless	https://pillows.su/f/a14384178f24b0fc84dee869008a677c
Graduation	Pharrell Williams - Number One (feat. Kanye West)	Official acapella for "Number One" by Pharrell Williams.			3:54	107	Full	CD Quality	https://pillows.su/f/e46081469b8ed7fad6ab74a6450df552
Graduation	Rell - Real Love  (feat. Kanye West)	Official acapella for "Real Love" by Rell. Vinyl rip.			3:28	96	Full	High Quality	https://pillows.su/f/0b78b2464135eae7b6ba4bff47eb0e13
Graduation	Rhymefest - Brand New (feat. Kanye West)	Official acapella for "Brand New" by Rhymefest.			3:40	93	Full	CD Quality	https://pillows.su/f/7ca328afa613501b5328a08eec087385
Graduation	Teriyaki Boyz - I Still Love H.E.R. [Kanye Vocal Stem] (feat. Kanye West)	OG Filename: KW 02 Raw acapella for Kanye's part on "I Still Love H.E.R.".	Nov 30, 2006	Mar 12, 2024	0:53	69	OG File	Lossless	https://pillows.su/f/91a4b9e00b04a80e60f2c200ef0560b5
	Instrumentals								
Graduation	Barry Bonds (prod. Kanye West & Nottz)	Official instrumental for "Barry Bonds". Vinyl rip.			3:23	83	Full	CD Quality	https://pillows.su/f/94bad521f23fce7233678f23c55cdf93
Graduation	Barry Bonds (prod. Nottz)	Alternate instrumental for "Barry Bonds". Leaked after a successful groupbuy.		Mar 21, 2022	4:38	83	OG File	Lossless	https://pillows.su/f/57e19ddb6fda32bcddea345f80f71fe3
Graduation	Big Brother (prod. DJ Toomp)	OG Filename: Big Brother KW APPROVE INSTRUMENTAL_03 Instrumental for "Big Brother". Leaked after a successful groupbuy.	Aug 13, 2007	Mar 21, 2022	4:50	84	OG File	Lossless	https://pillows.su/f/fcc3e51bbd75ef7813ebe5d6a7ee73a3
Graduation	Bittersweet Poetry (prod. Kanye West)	Official instrumental for "Bittersweet Poetry".			4:00	81	Full	High Quality	https://pillows.su/f/4f9af7eceed19e6491f3c8ba47153cf5
Graduation	Can't Tell Me Nothing (prod. Kanye West & DJ Toomp)	Official instrumental for "Can't Tell Me Nothing".			4:27	80	Full	Lossless	https://pillows.su/f/4ddcb3ed8b7c13015fedac0f6ae91770 https://pillows.su/f/e90138711389b9962c564c9f3276ed06
Graduation	Champion (prod. Brian "AllDay" Miller & Kanye West)	OG Filename: CHAMPION INSTRUMENTAL Instrumental for "Champion". Leaked after a successful groupbuy.	Aug 13, 2007	Mar 21, 2022	2:50	102	OG File	Lossless	https://pillows.su/f/5a1fe1dc49fd1791a0d6d93b15e9c260
Graduation	Classic (Better Than I've Ever Been) (prod. DJ Premier)	Official instrumental for the DJ Premier version of "Classic (Better Than I've Ever Been".			4:57	97	Full	Lossless	https://pillows.su/f/e265547f46f3f8f570eb34c24db944ad
Graduation	Classic (Better Than I've Ever Been) (prod. Rick Rubin)	Official instrumental for the Rick Rubin version of "Classic (Better Than I've Ever Been".			4:11	97	Full	Lossless	https://pillows.su/f/6e5c486db2746e2f65af59acf5b2b543
Graduation	Everything I Am (scratches by DJ Premier)	Unconfirmed if this is real. Has a small part at 3:02 where you can hear some vocals.			3:49	80	Full	High Quality	https://pillows.su/f/35952072f9aab6e935b6ac6edbdc3349
Graduation	Flashing Lights	Alternate instrumental for "Flashing Lights". Leaked after a successful groupbuy.		Mar 21, 2022	3:52	90.5	Full	Lossless	https://pillows.su/f/2e9b0e7afa2e01f72f796faa692acc6b
Graduation	Flashing Lights (prod. Kanye West & Eric Hudson)	Official instrumental for "Flashing Lights".			3:58	90.5	Full	Lossless	https://pillows.su/f/88e4930dffe9069f678322febf40abb5
Graduation	Good Life (prod. Kanye West, DJ Toomp & MIKE DEAN)	Official instrumental for "Good Life".			3:26	84.99	Full	CD Quality	https://pillows.su/f/853ae3c609f247dfb68dc8f3da11b7b8
Graduation	Homecoming  (prod. Kanye West & Harry "Baby Dubb" Campbell)	OG Filename: HOMECOMING KW APPROVE INSTRUMENTAL_05 Official instrumental for "Homecoming". Lossless leaked after a successful groupbuy.	Aug 13, 2007	Mar 21, 2022	3:30	87	OG File	Lossless	https://pillows.su/f/6114ed9aed5a2fc944506743fda17ad3
Graduation	I Wonder (prod. Kanye West)	Instrumental for "I Wonder". Leaked after a successful groupbuy.		Mar 21, 2022	4:08	191	Full	Lossless	https://pillows.su/f/d6b236bd5116c3e986c8a24cf532a3b9
Graduation	Impossible  (prod. Michael Giacchiano)	Official instrumental for "Impossible".			5:11	130	Full	CD Quality	https://pillows.su/f/1c4bbe291956c2295ed71ae1cece998b
Graduation	Piano	OG Filename: PianoNoVox24-11Ruff Instrumental for "Piano" made in early Graduation era. Commonly nicknamed "Passenger".	Nov 24, 2005	Jan 15, 2024	3:48	88	OG File	Lossless	https://pillows.su/f/c82f54059b0f59f6b269a761a7c320a5
Graduation	Stronger (prod. Kanye West, MIKE DEAN & Timbaland)	Official instrumental for "Stronger".			5:12	103.976	Full	Lossless	https://pillows.su/f/f7bca3922556f49b00a56660631844f8
Graduation	Clipse - Kinda Like a Big Deal (prod. DJ Khalil & Chin Injeti)	Official instrumental for "Kinda Like a Big Deal" by Clipse.			3:26	84	Full	CD Quality	https://pillows.su/f/e00ce447250874860fb7629dc1a614d6
Graduation	Common - Break My Heart (prod. Kanye West)	Official instrumental for "Break My Heart" by Common.			3:42	86	Full	CD Quality	https://pillows.su/f/d8cafca560eea7dfad8ca56893a2fa5c
Graduation	Common - Drivin' Me Wild (prod. Kanye West)	Official instrumental for "Drivin' Me Wild" by Common.			3:42	95	Full	CD Quality	https://pillows.su/f/364c791b1381f2ad892995ae93a23f7d
Graduation	Common - Forever Begins (prod. Kanye West)	Official instrumental for "Forever Begins" by Common.			7:36	98	Full	CD Quality	https://open.spotify.com/track/1oBDcgqkdRib82KtHrjkD4 https://pillows.su/f/c90ed2de8bcb9a6b69c09e74592d090d 
Graduation	Common - Southside (prod. Kanye West)	Official instrumental for "Southside" by Common.			4:05	87.7	Full	CD Quality	https://pillows.su/f/e2562051f41953a798e7b32fd3aa8e8e
Graduation	Common - Start The Show (prod. Kanye West)	Official instrumental for "Start The Show" by Common.			3:21	87	Full	CD Quality	https://pillows.su/f/fc43c7c08f433688d65eb7f4184ea34e
Graduation	Common - The Game (prod. Kanye West)	Official instrumental for "The Game" by Common.			3:33	93	Full	CD Quality	https://pillows.su/f/d421b56ef0eb5f421df80e43c4feb5d2
Graduation	Common - The People (prod. Kanye West)	Official instrumental for "The People" by Common.			3:23	93	Full	CD Quality	https://pillows.su/f/4308b846537749d311eb85c49284b49c
Graduation	Common - U, Black Maybe (prod. Kanye West)	Official instrumental for "U, Black Maybe" by Common.			5:07	91	Full	CD Quality	https://open.spotify.com/track/5zGpO2xwu7MbmlqAFiR15y https://pillows.su/f/55ecb3b84ef47066285abcec995b5ab1 
Graduation	Diddy - Everything I Love (prod. Kanye West)	Official instrumental for "Everything I Love" by Diddy.			4:24	176	Full	CD Quality	https://pillows.su/f/903d5ff2c0f09363a011fc13c229bd60
Graduation	Jay Dinero - Get Like Me                    (prod. Kanye West) (Beat 7)	Official instrumental for "Get Like Me" by Jay Dinero. Is longer than the released version.			4:26	96	Full	CD Quality	https://pillows.su/f/1b55fe215bf40e466ecf32cb97cd8dc8
Graduation	John Legend - Heaven                    (prod. John Legend & Kanye West)	Official instrumental for "Heaven" by John Legend. Was reused for Tyler, The Creator's song "HEAVEN TO ME", but pitched down.			3:34	84	Full	Lossless	https://pillows.su/f/ff070a139cfe59de81a849fa48c84fa5
Graduation	Pharrell Williams - Number One (prod. Pharrell Williams)	Official instrumental for "Number One" by Pharrell Williams.			3:55	107	Full	Lossless	https://pillows.su/f/bb868fad456426a683f345e9c710d48c
	TV Tracks								
Graduation	Homecoming	TV Track for "Homecoming". Leaked  after a successful groupbuy.	Aug 13, 2007	Mar 21, 2022	3:30	87	OG File	Lossless	https://pillows.su/f/8acb07153ef09bf9b4803f81f3921be0
	808s & Heartbreak	(09/11/2007) (Graduation officially releases) (11/24/2008) (808s & Heartbreak officially releases)			Following the death of his mother due to complications after cosmetic surgery, his relationship with fiancé Alexis Phifer finally ending for good, and a struggle to adapt to his celebrity status, Kanye felt emotionally drained and lost. Kanye dealt with his pain by channeling it into a sonically stripped-down album, one dominated by his use of the titular Roland TR-808 drum machine and Auto-Tune. This album significantly influenced future hip-hop music, having influenced Drake, Future, Travis Scott, and more.				
	Sessions								
808s & Heartbreak	Amazing (feat. Young Jeezy, Mr. Hudson & The WRLDFMS Tony Williams) (prod. Kanye West & Jeff Bhasker)	According to the same person who has the "Runaway" session, they also have the full session for "Amazing" from 808's and Heartbreaks.				146	Confirmed	Not Available	
808s & Heartbreak	Smoked Up (prod. Justice & Plain Pat)	OG Filename: Justice Beat ProTools session for "Smoked Up". Leaked after a Soakbuy.	Sep 25, 2008	Feb 24, 2025	3:57	93	OG File	Lossless	https://pillows.su/f/15571c9481d4b9b8b08568a705aef099
	Studio Stems								
808s & Heartbreak	Heartless (feat. The WRLDFMS Tony Williams) (prod. Kanye West & E. Wilson)	Studio stems for "Heartless". Original snippet leaked in March 2023.		Jul 26, 2025	3:31	88	OG File	Lossless	https://pillows.su/f/b237ac0ee5c0c6ff6ab173de691bfa31
808s & Heartbreak	Love Lockdown (prod. Kanye West & Jeff Bhasker)	Officially released stems for "Love Lockdown".			4:33	119.6	Full	CD Quality	https://pillows.su/f/ca68b01c60baf6f9b3bdad2c357ea5f8
808s & Heartbreak	RoboCop (feat. The WRLDFMS Tony Williams & Jeff Bhasker) (prod. Kanye West, A-Trak & Larry Gold)	Officially released stems for "Robocop".		Dec 16, 2024	4:52	134	Full	Lossless	https://pillows.su/f/9a76b2852acc4a07a8092cefe81cd739
808s & Heartbreak	Madonna - Beat Goes On (feat. Kanye West & Pharrell Williams) (prod. The Neptunes)	Stems that have been in circulation for a while, 14 tracks.	Dec 20, 2007		4:36	118	Full	Lossless	https://pillows.su/f/b6e0db5e6df229a7f1fb047cde64e265
	Acapellas								
808s & Heartbreak	Heartless [DJ Hero 2] (feat. The WRLDFMS Tony Williams) (prod. Kanye West & E. Wilson)	Official acapella for the first version of "Heartless" from DJ Hero 2. Stem edit. Exactly the same as the second.			3:02	104	Full	CD Quality	https://pillows.su/f/c898bf23f0b1caf7d90a7aded6348c96
808s & Heartbreak	Heartless [DJ Hero 2] (feat. The WRLDFMS Tony Williams) (prod. Kanye West & E. Wilson)	Official acapella for the second version of "Heartless" from DJ Hero 2. Stem edit. Exactly the same as the first.			3:02	104	Full	CD Quality	https://pillows.su/f/8a41cf830bdec70d50e62a38d0fa072d
808s & Heartbreak	88-Keys - Stay Up! (Viagra) (feat. Kanye West)	Official acapella for "Stay Up! (Viagra)" by 88-Keys.			2:36	91 / 90	Full	CD Quality	https://pillows.su/f/178f1da618d397c54afd51bd3ae0e20d
808s & Heartbreak	Estelle - American Boy [DJ Hero 2] (feat. Kanye West)	Official acapella for "American Boy" by Estelle from DJ Hero 2. Stem edit.			4:53	118	Full	CD Quality	https://pillows.su/f/75e7932ee63a876bf26c7bcceaf35e88
808s & Heartbreak	JAY-Z - Roc Boys (And The Winner Is)... (feat. Beyoncé, Cassie & Kanye West) (prod. Diddy, LV & Sean C & Kenneth "Scooter" Whalum)	Official acapella for "Roc Boys (And The Winner Is)..." by JAY-Z.			4:10	95	Full	CD Quality	https://open.spotify.com/track/0zlYK8bBnZYkINDnCcPc4z Lossless Needed
808s & Heartbreak	Young Jeezy - Put On [DJ Hero 2] (feat. Kanye West)	Official acapella for "Put On" by Young Jeezy from DJ Hero 2. Stem edit.				138	Full	CD Quality	Link Needed
	Instrumentals								
808s & Heartbreak	Heartless (feat. The WRLDFMS Tony Williams) (prod. Kanye West & No I.D.)	Official instrumental for "Heartless".			3:31	88	Full	CD Quality	https://pillows.su/f/318d401d4f04dd5e7a2855c0d407a029
